"","year","marital","age","race","rincome","partyid","relig","denom","tvhours"
"11694",2006,"Divorced",46,"White","$10000 - 14999","Independent","Protestant","Baptist-dk which",NA
"11695",2006,"Married",66,"White","Not applicable","Strong republican","Protestant","Baptist-dk which",1
"11696",2006,"Divorced",60,"White","Refused","Strong republican","None","Not applicable",NA
"11697",2006,"Married",64,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
"11698",2006,"Never married",47,"White","$20000 - 24999","Independent","None","Not applicable",0
"11699",2006,"Never married",49,"White","Not applicable","Independent","None","Not applicable",NA
"11700",2006,"Never married",33,"White","$10000 - 14999","Independent","Protestant","Other",NA
"11701",2006,"Divorced",47,"White","$25000 or more","Not str republican","Protestant","Other",2
"11702",2006,"Married",59,"White","$20000 - 24999","Strong democrat","Catholic","Not applicable",NA
"11703",2006,"Never married",51,"White","$10000 - 14999","Ind,near dem","Protestant","Other",NA
"11704",2006,"Never married",24,"White","$20000 - 24999","Strong republican","Protestant","Other",0
"11705",2006,"Divorced",60,"White","$25000 or more","Ind,near rep","Protestant","Am baptist asso",NA
"11706",2006,"Married",24,"White","$25000 or more","Ind,near rep","Protestant","Baptist-dk which",NA
"11707",2006,"Never married",30,"White","$7000 to 7999","Independent","Other","Not applicable",1
"11708",2006,"Married",80,"White","Not applicable","Strong republican","Protestant","Lutheran-dk which",7
"11709",2006,"Never married",28,"White","$4000 to 4999","Independent","None","Not applicable",NA
"11710",2006,"Married",45,"White","Not applicable","Strong democrat","Catholic","Not applicable",2
"11711",2006,"Married",56,"White","$25000 or more","Not str republican","Protestant","Baptist-dk which",NA
"11712",2006,"Divorced",70,"White","Not applicable","Ind,near rep","Protestant","Episcopal",2
"11713",2006,"Widowed",76,"White","Not applicable","Not str democrat","Buddhism","Not applicable",NA
"11714",2006,"Married",48,"White","Not applicable","Strong democrat","None","Not applicable",NA
"11715",2006,"Married",55,"White","$20000 - 24999","Strong democrat","None","Not applicable",NA
"11716",2006,"Divorced",77,"White","Refused","Other party","None","Not applicable",NA
"11717",2006,"Divorced",67,"White","Not applicable","Ind,near rep","Protestant","Baptist-dk which",NA
"11718",2006,"Widowed",79,"White","Not applicable","Ind,near dem","Protestant","Episcopal",3
"11719",2006,"Married",70,"White","Not applicable","Strong democrat","Protestant","Lutheran-dk which",NA
"11720",2006,"Married",66,"White","$10000 - 14999","Not str republican","Protestant","United methodist",5
"11721",2006,"Married",69,"White","$1000 to 2999","Strong republican","Protestant","United methodist",2
"11722",2006,"Married",82,"White","Not applicable","Strong republican","Catholic","Not applicable",2
"11723",2006,"Married",72,"White","Not applicable","Not str democrat","Protestant","No denomination",NA
"11724",2006,"Married",53,"White","$25000 or more","Not str democrat","Protestant","Other",NA
"11725",2006,"Married",40,"White","$7000 to 7999","Ind,near dem","Catholic","Not applicable",0
"11726",2006,"Married",47,"White","$25000 or more","Not str republican","Protestant","Methodist-dk which",NA
"11727",2006,"Married",66,"White","Not applicable","Independent","Protestant","Other",NA
"11728",2006,"Married",61,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
"11729",2006,"Married",50,"White","$25000 or more","Strong democrat","Protestant","United methodist",1
"11730",2006,"Married",27,"White","$10000 - 14999","Independent","None","Not applicable",NA
"11731",2006,"Never married",58,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
"11732",2006,"Divorced",78,"White","Not applicable","Not str republican","Protestant","Episcopal",NA
"11733",2006,"Widowed",74,"White","Not applicable","Not str republican","Protestant","United methodist",NA
"11734",2006,"Never married",19,"White","$6000 to 6999","Independent","None","Not applicable",NA
"11735",2006,"Married",36,"White","$15000 - 19999","Not str republican","Protestant","United methodist",NA
"11736",2006,"Divorced",77,"White","Not applicable","Strong republican","None","Not applicable",2
"11737",2006,"Married",40,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",NA
"11738",2006,"Married",73,"White","Not applicable","Strong republican","Protestant","Other",NA
"11739",2006,"Separated",44,"White","$25000 or more","Not str republican","Protestant","Evangelical luth",NA
"11740",2006,"Married",72,"White","Not applicable","Not str republican","Protestant","Other",5
"11741",2006,"Married",30,"White","$25000 or more","Strong republican","Protestant","Other",NA
"11742",2006,"Married",43,"White","$7000 to 7999","Strong republican","Protestant","Other",NA
"11743",2006,"Married",57,"White","Refused","Ind,near rep","Catholic","Not applicable",2
"11744",2006,"Married",37,"White","Not applicable","Ind,near rep","Protestant","United methodist",NA
"11745",2006,"Married",64,"White","Lt $1000","Ind,near rep","None","Not applicable",2
"11746",2006,"Married",51,"White","$10000 - 14999","Not str republican","Catholic","Not applicable",NA
"11747",2006,"Never married",54,"White","$25000 or more","Strong democrat","Protestant","Other",1
"11748",2006,"Married",32,"White","Not applicable","Not str republican","Protestant","Other",1
"11749",2006,"Married",63,"White","Not applicable","Ind,near dem","Protestant","Presbyterian c in us",2
"11750",2006,"Married",76,"White","Not applicable","Ind,near dem","None","Not applicable",1
"11751",2006,"Never married",61,"White","Not applicable","Strong republican","None","Not applicable",6
"11752",2006,"Married",47,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
"11753",2006,"Married",48,"White","Not applicable","Ind,near dem","Protestant","United methodist",1
"11754",2006,"Married",44,"White","Not applicable","Strong republican","Protestant","Baptist-dk which",NA
"11755",2006,"Never married",32,"Black","$25000 or more","Strong democrat","None","Not applicable",NA
"11756",2006,"Never married",22,"Other","$20000 - 24999","Independent","None","Not applicable",6
"11757",2006,"Never married",21,"Other","$25000 or more","Not str republican","Catholic","Not applicable",NA
"11758",2006,"Married",45,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",1
"11759",2006,"Never married",50,"White","No answer","No answer","No answer","No answer",NA
"11760",2006,"Married",61,"White","Not applicable","Not str democrat","None","Not applicable",1
"11761",2006,"Divorced",35,"White","$10000 - 14999","Ind,near dem","Catholic","Not applicable",2
"11762",2006,"Married",61,"White","$25000 or more","Strong democrat","Protestant","Other",2
"11763",2006,"Married",52,"Other","Refused","Independent","No answer","No answer",NA
"11764",2006,"Married",33,"White","$15000 - 19999","Independent","Protestant","Baptist-dk which",NA
"11765",2006,"Never married",19,"White","$4000 to 4999","Strong democrat","None","Not applicable",NA
"11766",2006,"Married",37,"White","Lt $1000","Strong republican","Protestant","Other baptists",0
"11767",2006,"Married",66,"White","Not applicable","Not str republican","Protestant","Other",1
"11768",2006,"Divorced",46,"White","Not applicable","Ind,near rep","Other","Not applicable",2
"11769",2006,"Widowed",69,"White","Not applicable","Ind,near dem","None","Not applicable",4
"11770",2006,"Widowed",72,"White","Not applicable","Not str republican","Protestant","United methodist",4
"11771",2006,"Married",47,"White","$25000 or more","Strong democrat","Protestant","United methodist",2
"11772",2006,"Divorced",49,"White","Not applicable","Ind,near rep","None","Not applicable",4
"11773",2006,"Widowed",58,"Other","Not applicable","Strong democrat","Protestant","Nat bapt conv usa",5
"11774",2006,"Never married",61,"White","$20000 - 24999","Ind,near rep","Protestant","United methodist",NA
"11775",2006,"Married",37,"White","$25000 or more","Ind,near rep","Protestant","Lutheran-dk which",3
"11776",2006,"Never married",22,"White","Not applicable","Ind,near dem","Protestant","Methodist-dk which",NA
"11777",2006,"Never married",55,"White","Not applicable","Not str democrat","Other","Not applicable",NA
"11778",2006,"Married",58,"White","Not applicable","Other party","Protestant","United methodist",NA
"11779",2006,"Married",57,"White","$7000 to 7999","Ind,near dem","None","Not applicable",NA
"11780",2006,"Separated",26,"White","$10000 - 14999","Independent","Protestant","Episcopal",3
"11781",2006,"Married",69,"White","Not applicable","Strong democrat","Catholic","Not applicable",6
"11782",2006,"Divorced",66,"Other","Not applicable","Ind,near rep","None","Not applicable",NA
"11783",2006,"Married",60,"White","Not applicable","Strong republican","Protestant","Presbyterian-dk wh",NA
"11784",2006,"Married",23,"White","Not applicable","Not str democrat","None","Not applicable",2
"11785",2006,"Married",27,"White","Not applicable","Strong republican","Protestant","Other",NA
"11786",2006,"Divorced",40,"White","$25000 or more","Ind,near rep","None","Not applicable",NA
"11787",2006,"Married",27,"White","Lt $1000","Independent","None","Not applicable",2
"11788",2006,"Never married",41,"Other","$25000 or more","Not str republican","Catholic","Not applicable",NA
"11789",2006,"Never married",22,"Other","$15000 - 19999","Not str democrat","Catholic","Not applicable",NA
"11790",2006,"Divorced",55,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",3
"11791",2006,"Married",59,"White","$25000 or more","Independent","Protestant","Other",NA
"11792",2006,"Never married",44,"White","$25000 or more","Strong democrat","Christian","No denomination",NA
"11793",2006,"Married",67,"White","No answer","Ind,near rep","Protestant","Am lutheran",NA
"11794",2006,"Divorced",55,"White","$25000 or more","Strong republican","Catholic","Not applicable",2
"11795",2006,"Married",47,"White","$25000 or more","Not str republican","Protestant","Presbyterian-dk wh",3
"11796",2006,"Married",57,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
"11797",2006,"Never married",19,"White","$1000 to 2999","Independent","Protestant","Other",NA
"11798",2006,"Married",63,"White","Not applicable","Not str republican","Protestant","Other",2
"11799",2006,"Never married",50,"White","$25000 or more","Not str democrat","Protestant","Episcopal",4
"11800",2006,"Never married",52,"White","$25000 or more","Not str republican","Protestant","Presbyterian-dk wh",1
"11801",2006,"Divorced",47,"White","$25000 or more","Not str democrat","Protestant","No denomination",NA
"11802",2006,"Widowed",81,"White","Not applicable","Not str republican","Protestant","No denomination",NA
"11803",2006,"Married",62,"White","$15000 - 19999","Strong democrat","Jewish","Not applicable",NA
"11804",2006,"Married",26,"White","$20000 - 24999","Independent","Protestant","Other",NA
"11805",2006,"Separated",47,"White","$25000 or more","Not str democrat","Protestant","No denomination",3
"11806",2006,"Divorced",46,"White","$25000 or more","Not str democrat","None","Not applicable",0
"11807",2006,"Widowed",58,"White","$25000 or more","Strong republican","Protestant","Other",2
"11808",2006,"Never married",26,"White","Not applicable","Not str republican","Protestant","Lutheran-dk which",4
"11809",2006,"Divorced",60,"White","Not applicable","Not str republican","Protestant","Other",NA
"11810",2006,"Married",36,"Other","Not applicable","Ind,near dem","None","Not applicable",1
"11811",2006,"Never married",77,"White","No answer","Independent","None","Not applicable",2
"11812",2006,"Never married",38,"White","Lt $1000","Not str republican","Protestant","Other",3
"11813",2006,"Married",26,"White","$25000 or more","Not str democrat","No answer","No answer",NA
"11814",2006,"Never married",23,"White","$8000 to 9999","Independent","None","Not applicable",NA
"11815",2006,"Married",31,"White","Not applicable","Not str republican","Protestant","Other",NA
"11816",2006,"Married",30,"White","$25000 or more","Strong republican","Protestant","Other",1
"11817",2006,"Married",36,"White","Not applicable","Strong republican","Catholic","Not applicable",NA
"11818",2006,"Married",35,"White","$25000 or more","Ind,near dem","Protestant","Lutheran-dk which",4
"11819",2006,"Divorced",56,"White","Not applicable","Ind,near dem","Protestant","Episcopal",1
"11820",2006,"Never married",23,"White","$15000 - 19999","Not str republican","Protestant","Other",NA
"11821",2006,"Divorced",23,"White","$15000 - 19999","Not str democrat","Catholic","Not applicable",1
"11822",2006,"Never married",27,"Black","Not applicable","Not str democrat","Protestant","Southern baptist",NA
"11823",2006,"Married",55,"White","$25000 or more","Strong republican","Protestant","Presbyterian-dk wh",NA
